PROJECT_ID,RISK_ID,DATE_ARCHIVED,COST_MEAN,COST_P80,COST_PROBOPP,COST_PROBLOW,COST_PROBMOD,COST_PROBHIGH,COST_RISKRANKING,SCHEDULE_MEAN,SCHEDULE_P80,SCHEDULE_PROBOPP,SCHEDULE_PROBLOW,SCHEDULE_PROBMOD,SCHEDULE_PROBHIGH,SCHEDULE_RISKRANKING,OUTCOME_MEAN,OUTCOME_P80,OUTCOME_PROBOPP,OUTCOME_PROBLOW,OUTCOME_PROBMOD,OUTCOME_PROBHIGH,OUTCOME_RISKRANKING
4161,2,12-JUL-24 02.31.56.127459000 AM,11008336,17182775,NA,0.7266,0.23820000000000002,0.035199999999999995,2,48,68,NA,0.9558000000000001,0.0442,1.3877787807814449e-17,2,1.5009091278159998,2.3752306699999997,NA,0.9610000000000001,0.039,3.4694469519536136e-17,2
4162,9,12-JUL-24 02.30.48.672502000 AM,1,1,NA,1,NA,NA,2,1,1,NA,1,NA,NA,2,4.50159095672799,5.40956427,NA,0.0488,0.876,0.0752,3
4162,12,12-JUL-24 02.30.48.898626000 AM,400000,460020,NA,NA,NA,1,4,146,168,NA,0.0178,0.9822000000000001,NA,3,0.9985237613120002,1.56236103,NA,1,NA,NA,2
4162,13,12-JUL-24 02.30.48.996152000 AM,1,1,NA,1,NA,NA,2,1,1,NA,1,NA,NA,2,2.0002321132320002,3.19105103,NA,0.7522000000000001,0.24780000000000002,2.7755575615628907e-17,2
235,4,12-JUL-24 02.32.06.572716000 AM,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,6,12-JUL-24 02.32.06.751629000 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.000956302024,3.17083593,NA,0.7562,0.24380000000000002,2.7755575615628907e-17,2
235,7,12-JUL-24 02.32.06.833022000 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.499325447024,2.37929921,NA,0.9630000000000001,0.037000000000000005,3.4694469519536136e-17,2
235,8,12-JUL-24 02.32.06.907536000 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.499997142944,2.38043859,NA,0.9590000000000001,0.041,3.4694469519536136e-17,2
235,9,12-JUL-24 02.32.06.985607000 AM,60000,66002,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,10,12-JUL-24 02.32.07.063365000 AM,400000,430010,NA,NA,NA,1,4,48,52,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
235,11,12-JUL-24 02.32.07.152310000 AM,80000,92004,NA,1,NA,NA,2,36,41,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
235,12,12-JUL-24 02.32.07.236036000 AM,60000,66002,NA,1,NA,NA,2,18,20,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
235,13,12-JUL-24 02.32.07.305874000 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,14,12-JUL-24 02.32.07.378591000 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1241,1,12-JUL-24 02.30.01.753513000 AM,416307,646692,NA,1,NA,NA,2,36,43,NA,1,NA,NA,2,1.999941670248,3.18210507,NA,0.7568,0.2432,-2.7755575615628907e-17,2
1241,2,12-JUL-24 02.30.01.892011000 AM,299881,476608,NA,1,NA,NA,2,36,57,NA,1,NA,NA,2,1.498858956056,2.36920275,NA,0.9642000000000001,0.0358,5.551115123125783e-17,2
1241,5,12-JUL-24 02.30.02.133318000 AM,7498,10138,NA,1,NA,NA,2,4,7,NA,1,NA,NA,2,1.5013220366799997,2.39213777,NA,0.9620000000000001,0.038,3.4694469519536136e-17,2
1664,3,12-JUL-24 02.32.08.417034000 AM,23998,30814,NA,1,NA,NA,2,14,16,NA,1,NA,NA,2,4.500078032584,5.39599125,NA,0.046400000000000004,0.8776,0.076,3
1664,12,12-JUL-24 02.32.09.116164000 AM,8000,9200,NA,1,NA,NA,2,292,336,NA,NA,0.33640000000000003,0.6636000000000001,4,3.0016176280959903,3.66064293,NA,0.5364,0.4636,NA,3
1664,14,12-JUL-24 02.32.09.188899000 AM,8000,9200,NA,1,NA,NA,2,6,7,NA,1,NA,NA,2,0.9992045033599997,1.55913851,NA,1,NA,NA,2
1664,15,12-JUL-24 02.32.09.260900000 AM,150000,165005,NA,1,NA,NA,2,438,482,NA,NA,NA,1,4,4.502118752192,5.41862805,NA,0.0526,0.8686,0.0788,3
1664,16,12-JUL-24 02.32.09.343615000 AM,28027,35558,NA,1,NA,NA,2,146,229,NA,0.4662,0.4388,0.095,3,3.000086915248,3.64875335,NA,0.5224,0.4776,NA,3
1664,17,12-JUL-24 02.32.09.414781000 AM,NA,NA,NA,NA,NA,NA,NA,21,30,NA,0.41000000000000003,0.59,1.1102230246251602e-16,3,1.3132500694,1.8726809875,NA,1,NA,NA,2
2065,1,12-JUL-24 02.31.41.997703000 AM,14013,19760,NA,1,NA,NA,2,24,31,NA,0.9278000000000001,0.0722,4.1633363423443364e-17,2,1.0008957232479998,1.56811115,NA,1,NA,NA,2
2065,2,12-JUL-24 02.31.42.075341000 AM,26005,34205,NA,1,NA,NA,2,22,30,NA,1,NA,NA,2,1.00006232732,1.5742603499999999,NA,1,NA,NA,2
2065,3,12-JUL-24 02.31.42.164941000 AM,5245,7976,NA,1,NA,NA,2,12,18,NA,1,NA,NA,2,0.4416559266100009,0.7404416875000001,NA,1,NA,NA,2
2065,4,12-JUL-24 02.31.42.242404000 AM,61965,84591,NA,1,NA,NA,2,15,19,NA,1,NA,NA,2,3.0001678401759997,3.6776803499999997,NA,0.5312,0.46880000000000005,NA,3
2065,5,12-JUL-24 02.31.42.317734000 AM,30614,44119,NA,1,NA,NA,2,3,4,NA,1,NA,NA,2,0.4384074318800008,0.7233834625000001,NA,1,NA,NA,2
2065,6,12-JUL-24 02.31.42.394384000 AM,55984,70098,NA,1,NA,NA,2,25,30,NA,1,NA,NA,2,1.9997621819519997,3.1838647499999997,NA,0.7508,0.2492,-2.7755575615628907e-17,2
2065,7,12-JUL-24 02.31.42.469218000 AM,92961,125847,NA,1,NA,NA,2,19,23,NA,1,NA,NA,2,1.49903088344,2.38075605,NA,0.9654,0.0346,-3.4694469519536136e-17,2
2065,9,12-JUL-24 02.31.42.649318000 AM,25980,34236,NA,1,NA,NA,2,163,236,NA,0.019200000000000002,0.13520000000000001,0.8456,4,1.002745496208,1.57520475,NA,1,NA,NA,2
2065,11,12-JUL-24 02.31.42.808706000 AM,28013,35457,NA,1,NA,NA,2,15,20,NA,1,NA,NA,2,0.9985966414960002,1.55006845,NA,1,NA,NA,2
2065,12,12-JUL-24 02.31.42.887251000 AM,42028,52499,NA,1,NA,NA,2,163,197,NA,0.3194,0.6806,NA,3,1.4980444983119998,2.36766975,NA,0.9642000000000001,0.0358,5.551115123125783e-17,2
2065,13,12-JUL-24 02.31.42.961571000 AM,58060,82141,NA,1,NA,NA,2,38,55,NA,1,NA,NA,2,1.000944809856,1.5649958899999998,NA,1,NA,NA,2
2065,15,12-JUL-24 02.31.43.110849000 AM,90019,107649,NA,1,NA,NA,2,45,51,NA,1,NA,NA,2,1.49986585924,2.39197015,NA,0.9620000000000001,0.038,3.4694469519536136e-17,2
2065,17,12-JUL-24 02.31.43.254624000 AM,72064,100026,NA,1,NA,NA,2,54,65,NA,1,NA,NA,2,1.5003803324559999,2.37883365,NA,0.9670000000000001,0.033,2.7755575615628907e-17,2
2126,2,12-JUL-24 02.32.37.917422000 AM,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,4.498980902608019,5.40596945,NA,0.047,0.8802000000000001,0.07279999999999999,3
2147,19,12-JUL-24 02.31.24.253622000 AM,12331060,18848775,NA,4e-4,0.001,0.9986,4,172,259,NA,0.024,0.07680000000000001,0.8992,4,-3.00203060453601,-2.33079843,1,NA,NA,NA,1
2307,2,12-JUL-24 02.32.38.148313000 AM,1,1,NA,1,NA,NA,2,1,1,NA,1,NA,NA,2,-5.9979828017039996,-4.78191759,1,NA,NA,NA,1
2307,3,12-JUL-24 02.32.38.224130000 AM,1,1,NA,1,NA,NA,2,1,1,NA,1,NA,NA,2,1.500901226736,2.36718853,NA,0.9594,0.040600000000000004,-2.7755575615628907e-17,2
2847,6,12-JUL-24 02.30.39.931421000 AM,12284,17760,NA,1,NA,NA,2,10,15,NA,1,NA,NA,2,0.4357898204799991,0.7161644875000002,NA,1,NA,NA,2
2847,7,12-JUL-24 02.30.40.023099000 AM,11378,16730,NA,1,NA,NA,2,13,20,NA,1,NA,NA,2,0.43717564282999993,0.7192078125000002,NA,1,NA,NA,2
2847,12,12-JUL-24 02.30.40.442037000 AM,31524,48442,NA,1,NA,NA,2,53,81,NA,0.9572,0.042800000000000005,-4.85722573273506e-17,2,4.49972650794399,5.38117785,NA,0.048400000000000006,0.8762000000000001,0.0754,3
2847,18,12-JUL-24 02.30.40.938068000 AM,13999,19784,NA,1,NA,NA,2,15,20,NA,1,NA,NA,2,1.0007844177999998,1.5711930299999999,NA,1,NA,NA,2
